V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52
335.04899360607135,-78.34411641750627,278.63034148210454,139.7813098715812,-3.386986313762101,532.2834385273463,-71.896580389884,109.77532062268665,-133.95355028737936,592.5994283553598,-194.48565127259423,35.825840206052305,111.43593886704946,686.6007022167686,206.1245279297232,79.00878795944736,160.9554814661705,536.2394973753348,501.4261917330593,195.34601313096073,-55.578450104702156,470.86181640140387,-31.76272665805979,-60.18290134054745,225.36363634374848,-399.2533814188032,-21.423483211055782,-18.02680948417982,-133.90062879202787,217.99505079918526,-121.83999800701356,-55.23200895680673,323.10179908426915,593.4681258131934,11.880201256299557,144.70964245392153,-257.39735679369835,16.994482652209342,-4.16052429583462,-40.09568145874532,602.3112520546874,-128.69153644340628,162.90707851418864,785.108570328722,-214.11942529497463,-352.03766949024043,-428.2840506316353,-604.4235708260496,333.4018161379255,184.03925117083972,185.62981235727875,318.76749082916103,261.74484006977474
81.94894114567032,100.51643267264438,60.25362345646222,15.279443303806623,36.427634431474715,84.96785507062177,66.5122119603862,7.394097244119926,81.35416690962376,50.36427587933994,63.11249362338381,87.62415659120859,69.73944233711902,83.95187188371887,9.827822583811187,91.40798109525744,106.92004446716714,121.557512483165,71.8180052858693,105.62331443935864,74.27483618272258,47.381537721615445,53.00676854908828,48.00323469489284,48.62209799903608,34.03139539637068,27.165153741636907,90.25216894384823,97.88976536622476,39.57245792855831,65.67759940934661,57.71159549401487,29.66069542237963,104.34788068119605,85.56895915016439,58.15052886750843,83.30007386943207,60.778415177876276,58.47806748773242,75.96938375125748,59.33340864168989,28.5562376852948,65.87442824665595,81.47116976262059,57.90523308628745,27.688994714594493,73.55139715729868,98.8604858286916,88.74333554837517,104.57873377261788,1.4399815664828353,51.47081694180593,92.25869884724125
108.88821582907227,57.00922530805203,67.6264118265389,26.346436360004404,63.16785209277624,66.23534177647775,70.27291440219848,42.20511495093744,104.12517833337243,29.583590050982906,57.637186336369034,88.08275534897928,61.52679988574377,54.23982106889537,26.920936724634362,69.4022366883013,29.20244977040052,75.30460615780157,120.80772204013205,39.58478376223323,81.82239205375974,59.437416026764765,23.809931925135167,23.661796291776632,50.584607114714586,7.758744942441496,83.63642830429191,65.33790331088534,79.63702822407078,10.613595184656678,43.901832156060905,51.24887315170486,11.753943981007076,80.69248905385693,81.02642167758145,19.46857792750032,81.72344936872098,66.9829895666397,59.94736717658725,88.73431629365638,82.99973966488257,0.6866702047146518,72.58671256144974,75.2203589594066,94.24490792670102,13.541739853054782,79.30238752204521,89.4545578969905,35.27733802632986,67.53018594204785,27.250020617239766,31.544906777890453,79.93712784736731
54.71746042496915,79.59411387168916,103.1157862733939,-10.576007586032176,62.211150743375974,65.04187364308662,59.397917063342064,31.411618935080075,67.63653800811309,47.49065518486489,58.6191552031663,91.0605571489366,63.04641681081391,69.3068301639551,32.9212165233937,56.602965398474936,45.7985811079182,78.24532293049646,81.66004425280907,81.01053798645847,93.6770618209197,48.237389646101015,39.322273758616866,41.49680027472432,81.6128492320195,51.571621706030484,96.83096385025259,85.47826225065774,67.07303181457284,34.80269020007576,47.11918251853963,67.49436110110473,24.915356980953455,79.96958212062184,70.41468522875296,-7.811721912296125,100.54428258116289,70.2238161443257,109.43493731734029,56.472060076878,58.61405698241268,29.1201270785348,70.37112333755829,65.13491399608573,58.76552467758596,56.565269592406075,74.30742637571083,51.780241565250705,65.46546106518275,82.2460276064436,-9.717322941715466,56.65480555647283,72.66992175030012
65.89524257678482,75.83215405800786,65.81515069942702,19.770271927660392,81.14086484586423,51.06687805376093,86.11153721926424,21.342936003136092,60.27816025882446,56.539936259248094,69.85357715815672,91.89402290506976,57.07863243277694,50.14983480057282,7.6507344372517565,39.75784580992418,70.35838780718257,91.3792971330169,73.85072784204334,97.81144765654611,77.50209841933454,56.90885360592261,28.454364920573695,37.40717842479311,69.2734017183248,30.866187380413646,67.05842844635008,94.68507707245232,40.94286697382665,-1.9758254346235802,45.51451869979891,45.02428322795693,-19.921692540543688,65.61602814977184,84.0958580956696,43.267679764541725,84.13094224713065,77.72133141240101,53.61009228208844,70.9081805060235,78.83661495978781,11.848716036054434,84.25455697911718,86.66208475609619,82.93282036041283,15.208067193621996,97.1354981748402,33.00268845295276,74.31633238935609,126.58505103649942,6.894055036536031,58.8443928750486,101.0567846601361
106.34929798648749,31.641111462602943,69.5455933264646,20.25866092439692,56.72705083900684,62.26375409504477,57.72664065881415,65.35572590361426,41.94888407387134,71.07774240183399,12.557217859103723,67.7329939655585,71.00292947643656,68.97621843069626,41.95040189415084,57.965723696597955,55.21883136090323,61.91681334627923,65.12492151042102,43.6526333027276,61.70666585986701,67.93410284632354,30.291604851344342,37.747069686896765,51.94714565643206,36.213608848731695,94.79359195834037,88.70269201745253,68.0017908269543,66.82780671573434,53.55569915083018,60.0798018882334,46.25561338662063,111.25344713929294,72.56060771840802,52.125466781088804,48.46086010262522,86.03852390240407,95.74956106790003,76.77112108874691,69.75385686847646,20.692165019292418,69.95990137484968,70.730660412137,77.82820647506361,32.289917672246325,159.89902345674227,100.07872000615916,80.50601049684695,55.38384563485103,53.96422057526184,49.136604438198795,91.54934510621091
68.28331078124936,62.00981283949343,89.31415356387149,49.16210229431205,53.47580598143544,80.26670270386941,99.31865413823948,18.424514419850656,81.02300872266596,48.69450418467694,51.32041881722319,117.50549354715486,92.34239579218529,66.57433481240646,-27.369603008952254,81.8326771118659,55.1041572484211,77.9878626970075,68.77144698261955,79.45852553573012,86.14695437465976,92.5264933344301,68.93044822970751,21.648352389093706,55.41709774017502,39.17036320446888,60.722067119220675,78.76598579330232,59.96794495802295,41.64762041257189,49.78278133638641,17.83697005690648,11.111811793303495,86.81142403689982,69.22771346511999,22.30519654364718,59.75750081263519,123.94749032626014,57.36806550810276,76.69764414292472,80.05694110351627,15.714584952206856,90.58517187184397,61.071066073599766,54.06286258519245,23.797571825549046,86.30627070588088,73.34147794006955,57.49995263203328,89.87158112714681,20.80215335810579,86.80591846569047,90.36815656509695
86.71997063473941,83.379002343729,74.34283315076485,27.093737350743943,67.86307930020779,66.87869921621487,56.498214236268666,32.9242181792883,50.9319570739467,63.15864617982529,95.68700772109011,57.05647710268735,79.59735383954497,88.51717505535855,66.05636739369136,77.97809168164017,77.41797871610315,92.09597526570322,73.52598881277588,98.81726534312301,49.91918151219932,132.59027092625587,55.687731223514085,41.794402544500166,77.44642425855105,23.425629899587467,104.43829435022637,11.1570883165286,78.80408157709145,-4.646898040224137,79.99663674960114,26.68432729411934,49.10366852507575,89.19577120944362,55.28848440972851,38.70361362081624,94.87010172619611,74.06027511894239,40.851777810632164,94.74906955788401,71.58721242015153,75.42830247279852,58.16869224787677,49.10736946752681,74.46421706295243,15.999554436591449,75.76523690323992,91.5671002026159,34.70453757785153,125.87039122170108,43.8166617564247,52.33833787761608,37.43743409471258
84.81833327162654,58.28314220457152,28.122489066501956,24.52348681189575,100.3156348847027,49.526036373403514,96.41387871607964,23.142843701316508,62.84869369659811,43.556907548946285,47.59929189450715,80.70341159407296,72.41285450460845,54.37758143070836,29.91828604740969,62.988170912828984,31.1181223690961,97.46549031775784,90.13977744274398,68.65376822008555,81.82089015315977,73.30802242696724,9.531174324521078,62.41739217663685,67.09694395763925,13.546859818822032,61.608910984875045,57.27576766422305,73.3422913887471,56.29118142674032,68.64929713970055,70.80657903723211,48.44458960513766,102.26957384921593,80.16222680031629,59.40135884140342,97.88043543024945,87.92021455737722,66.8008232106044,79.1218842045131,46.93433851943877,24.8435829456178,70.779074382171,83.97374537998301,99.05857942461469,48.161938946766085,127.42661326912567,77.05135758690177,91.27569334322513,24.826204948507517,27.040073754198733,70.94632747185582,61.70624210410566
77.41516108777847,52.0680878949515,68.74185146478908,49.73952145398405,76.04871053953923,107.11879585842232,75.9511367182533,19.13673653602669,101.56677415835635,44.91845477636071,87.37844538991845,88.17006999582236,45.592369383232516,62.346878939938705,27.651092241142333,66.74995355516764,75.57608114893951,65.79902380810168,56.93647379105306,81.65959164291434,85.68114795670482,53.223671112425706,8.512955657777344,57.0647305732362,59.20960337472535,17.621154011575715,67.83843536626644,80.04075570898064,51.7679485657399,22.77366177369054,45.43324670189357,51.235850110152235,13.086135570312994,109.49472027368085,48.503316761031684,-1.5463117735218148,51.341092824518604,96.8044928146416,60.990486129990444,44.09284643706023,96.17887743626156,41.98927657038812,66.79275244002643,50.72315817879949,61.222480231156204,9.747106101379394,27.769102336328885,41.111617275235446,96.90182143864018,77.96770314568053,18.870480555273712,70.7830204247702,93.9698008599952
